建築物名稱,轄管分局,地址_縣市別代碼,地址_行政區域代碼,里別,地址_鄰,地址_路,地址_非路,地址_街,地址_段,地址_巷,地址_弄,地址_衖,地址_號,地址_之號,地址_樓,地址_其他,地下樓層數,可容納人數,緯度,經度,備註
_富貴旺築,中壢分局,68000,68000020,青埔里,6,N/A,N/A,青埔六街,N/A,N/A,N/A,N/A,250,N/A,N/A,N/A,1,503,25.004964,121.221021,N/A
琴海,中壢分局,68000,68000020,洽溪里,7,永春路,N/A,N/A,N/A,N/A,N/A,N/A,165,N/A,2樓,N/A,1、2、3,1555,25.013598,121.205244,N/A
_小森光/島嶼森,中壢分局,68000,68000060,青峰里,26,領航北路,N/A,N/A,四,N/A,N/A,N/A,150,N/A,N/A,N/A,1、2,773,25.023421,121.216763,N/A
_玖都SWEET東方文華,中壢分局,68000,68000060,青峰里,38,大成路,N/A,N/A,一,N/A,N/A,N/A,59,N/A,十樓,N/A,1、2、3,1345,25.019021,121.222299,N/A
興聚沐川,中壢分局,68000,68000020,幸福里,6,延平路,N/A,N/A,N/A,90,N/A,N/A,106,N/A,N/A,N/A,1、2、3,1477,24.964924,121.233154,N/A
中大雲鼎社區,中壢分局,68000,68000020,內厝里,19,N/A,N/A,大享街,N/A,N/A,N/A,N/A,476,N/A,N/A,N/A,1、2,544,24.974365,121.197177,N/A
鼎藏富御,中壢分局,68000,68000020,普義里,9,N/A,N/A,溪州三街,N/A,N/A,N/A,N/A,36,N/A,N/A,N/A,1、2、3,817,24.960603,121.230335,N/A
心巢,中壢分局,68000,68000020,龍岡里,13,龍昌路,N/A,N/A,N/A,N/A,N/A,N/A,538,N/A,10樓,N/A,1、2、3,1108,24.930177,121.248783,N/A
京采,中壢分局,68000,68000020,東興里,2,新興路,N/A,N/A,N/A,N/A,N/A,N/A,236,N/A,N/A,N/A,1、2、3、4,1251,24.953768,121.228381,N/A
百川文隱,中壢分局,68000,68000020,五福里,15,中正路,N/A,N/A,N/A,N/A,N/A,N/A,625,N/A,N/A,N/A,1、2、3,796,24.95953,121.210895,N/A
櫻花里,中壢分局,68000,68000020,文化里,33,長春路,N/A,N/A,N/A,N/A,N/A,N/A,122,N/A,N/A,N/A,1、2,1122,24.978297,121.247672,N/A
_布拉格之鷹,中壢分局,68000,68000060,青山里,35,致遠一路,N/A,N/A,N/A,N/A,N/A,N/A,79,N/A,11樓,N/A,1、2,1421,25.006422,121.212477,N/A
佳泰智匯城社區,中壢分局,68000,68000020,過嶺里,13,松信路,N/A,N/A,N/A,N/A,N/A,N/A,168,N/A,9樓,N/A,1、2、3,2177,24.962966,121.166138,N/A
_國際金融雙星,中壢分局,68000,68000020,青埔里,5,高鐵站前西路,N/A,N/A,一,N/A,N/A,N/A,286,N/A,11樓之8,N/A,1、2、3,4189,25.009443,121.217014,N/A
富律社區,中壢分局,68000,68000020,中正里,3,興仁路,N/A,N/A,2,N/A,N/A,N/A,436,N/A,6樓之6,N/A,1、2,375,24.961923,121.264004,N/A
海童日式料理,中壢分局,68000,68000020,永光里,6,環北路,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,N/A,1、2,825,24.966222,121.218744,N/A
峰雲社區,中壢分局,68000,68000020,過嶺里,14,松德路,N/A,N/A,N/A,N/A,N/A,N/A,127,N/A,N/A,N/A,1、2、3,985,24.960508,121.169086,N/A
中原Double社區,中壢分局,68000,68000020,普忠里,15,N/A,N/A,新中二街,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,1、2、3,1397,24.95868,121.243051,N/A
喜瑞社區,中壢分局,68000,68000020,過嶺里,14,松德路,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,1、2、3,972,24.959398,121.168388,N/A
川睦叡極,中壢分局,68000,68000020,青溪里,8,文發路,N/A,N/A,N/A,N/A,N/A,N/A,163,N/A,12樓,N/A,1、2、3,2039,25.002329,121.208921,N/A
翰築攬翠社區,中壢分局,68000,68000020,月眉里,7,聖德路,N/A,N/A,二,N/A,N/A,N/A,385,N/A,N/A,N/A,1、2,405,25.015704,121.194456,N/A
順儷MOMA,中壢分局,68000,68000020,青溪里,7,文智路,N/A,N/A,N/A,N/A,N/A,N/A,181,N/A,N/A,N/A,1、2,625,25.002174,121.209307,N/A
悅新西雅圖/綠波廊,中壢分局,68000,68000020,洽溪里,3,民溪七路,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,1、2,1344,25.025521,121.201759,N/A
_中悅八京NO1,中壢分局,68000,68000020,青埔里,4,領航南路,N/A,N/A,三,N/A,N/A,N/A,102,N/A,N/A,N/A,1、2、3,1641,25.008226,121.218351,N/A
勝旺雲詠,中壢分局,68000,68000060,青峰里,26,領航北路,N/A,N/A,四,N/A,N/A,N/A,68,N/A,三樓之1,N/A,1、2,3560,25.02204,121.215519,N/A
豐達心藝社區,中壢分局,68000,68000020,中興里,4,N/A,N/A,榮安十二街,N/A,N/A,N/A,N/A,12,N/A,二樓,N/A,1、2,796,24.961915,121.255828,N/A
大清劍橋社區,中壢分局,68000,68000020,過嶺里,14,松仁路,N/A,N/A,N/A,N/A,N/A,N/A,183,N/A,N/A,N/A,1、2,1531,24.961284,121.168438,N/A
成盛清松NO8社區,中壢分局,68000,68000020,月眉里,6,月桃路,N/A,N/A,N/A,251,N/A,N/A,16,N/A,六樓,N/A,1、2,1100,25.007695,121.193455,N/A
海德一號社區,中壢分局,68000,68000020,過嶺里,12,民族路,N/A,N/A,六,N/A,N/A,N/A,136,N/A,十一樓之1,N/A,1、2、3,2515,24.96052,121.163742,N/A
_傳世一品苑,中壢分局,68000,68000020,永興里,9,N/A,N/A,永嘉街,N/A,N/A,N/A,N/A,55,N/A,N/A,N/A,1、2、3,607,24.959228,121.221148,N/A
宜誠耀/宜誠天匯NO3社區,中壢分局,68000,68000020,過嶺里,14,松義路,N/A,N/A,N/A,N/A,N/A,N/A,90,N/A,6樓,N/A,1、2、3,2306,24.96061,121.1678,N/A
富宇東方悅,中壢分局,68000,68000020,青溪里,7,N/A,N/A,永平街,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,1、2、3,1367,25.007681,121.203289,N/A
花田囍事社區,中壢分局,68000,68000020,月眉里,5,環保路,N/A,N/A,N/A,N/A,N/A,N/A,281,N/A,N/A,N/A,1、2,3374,25.00714,121.191181,N/A
泊水漾,中壢分局,68000,68000020,華勛里,6,N/A,N/A,華勛街,N/A,208,90,N/A,30,N/A,N/A,N/A,1、2、3,1722,24.965874,121.225035,N/A
嘉鼎京悅,中壢分局,68000,68000020,福德里,13,N/A,N/A,成章一街,N/A,N/A,N/A,N/A,88,N/A,13樓之1,N/A,1、2、3,2230,24.97711,121.257898,N/A
敦美松仁社區,中壢分局,68000,68000020,過嶺里,15,松仁路,N/A,N/A,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,1、2,1249,24.959035,121.170053,N/A
統宇電研股份有限公司,中壢分局,68000,68000020,興和里,15,環北路,N/A,N/A,N/A,N/A,N/A,N/A,213,N/A,N/A,N/A,1,195,24.966436,121.222432,N/A
京懋華爾道夫二期,中壢分局,68000,68000020,青埔里,4,領航南路,N/A,N/A,三,N/A,N/A,N/A,350,N/A,N/A,N/A,1、2、3,1585,25.012068,121.221624,N/A
宜雄玉荷,中壢分局,68000,68000020,洽溪里,4,民溪三路,N/A,N/A,N/A,135,N/A,N/A,85,N/A,二樓之1,N/A,、2,1305,25.016314,121.199611,N/A
宜誠當代國璞,中壢分局,68000,68000020,青埔里,4,青溪路,N/A,N/A,一,N/A,N/A,N/A,121,N/A,N/A,N/A,1、2,1077,25.007597,121.222676,N/A
民宅,中壢分局,68000,68000020,明德里,13,N/A,N/A,惠州街,N/A,N/A,N/A,N/A,114,N/A,三樓,N/A,1、2,657,24.94655,121.231464,N/A
貫旭企業有限公司,中壢分局,68000,68000020,永福里,7,西園路,N/A,N/A,N/A,N/A,N/A,N/A,111,3,八樓,N/A,1、2,2125,24.973276,121.234557,N/A
京松社區,中壢分局,68000,68000020,後寮里,23,龍興路,N/A,N/A,N/A,N/A,N/A,N/A,606,N/A,N/A,N/A,1、2、3,969,24.944632,121.244848,N/A
匯東方社區,中壢分局,68000,68000020,振興里,6,龍陵路,N/A,N/A,N/A,N/A,N/A,N/A,21,N/A,N/A,N/A,1、2、3,963,24.93885,121.230431,N/A
新潤國峰苑,中壢分局,68000,68000020,芝芭里,1,領航南路,N/A,N/A,一,N/A,N/A,N/A,85,N/A,4樓之2,N/A,1、2、3,2145,25.001121,121.204857,N/A
?囍大廈,中壢分局,68000,68000020,中堅里,10,中山東路,N/A,N/A,3,481,50,N/A,30,N/A,N/A,N/A,1,106,24.938019,121.254643,N/A
天耀社區,中壢分局,68000,68000020,過嶺里,14,N/A,N/A,松智二街,N/A,N/A,N/A,N/A,122,N/A,7樓之1,N/A,1、2、3,1428,24.959366,121.171507,N/A
忠孝大道NO1,中壢分局,68000,68000020,忠孝里,2,忠孝路,N/A,N/A,N/A,N/A,N/A,N/A,166,N/A,N/A,N/A,1、2、3,1332,24.976963,121.255717,N/A
"健行科技大學 
民生與設計學院",中壢分局,68000,68000020,明德里,1,N/A,N/A,衡陽街,N/A,N/A,N/A,N/A,93,N/A,N/A,N/A,1、2、3、4,707,24.949549,121.229474,N/A
佳陞巴黎線上,中壢分局,68000,68000020,洽溪里,6,N/A,N/A,永順街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1、2、3,738,25.010972,121.203351,N/A
花園城堡,中壢分局,68000,68000020,後寮里,25,龍慈路,N/A,N/A,N/A,N/A,N/A,N/A,107,N/A,N/A,N/A,1、2、3,1835,24.94083,121.24517,N/A
民權經典,中壢分局,68000,68000020,光明里,6,民權路,N/A,N/A,N/A,N/A,N/A,N/A,332,11,10樓,N/A,1、2、3、4B05,2560,24.963169,121.217684,N/A
新潤國都苑,中壢分局,68000,68000020,洽溪里,6,永裕路,N/A,N/A,N/A,N/A,N/A,N/A,76,N/A,22樓,N/A,1、2、4,1901,25.008108,121.200992,N/A
養樂多股份有限公司,中壢分局,68000,68000020,復華里,11,自強一路,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,0,495,24.969123,121.244626,N/A
湖JIA社區,中壢分局,68000,68000020,月眉里,11,月眉路,N/A,N/A,三,97,N/A,N/A,31,N/A,9樓,N/A,1、2,1119,25.012964,121.183732,N/A
皇居大苑,中壢分局,68000,68000020,青埔里,4,N/A,N/A,青埔四街,N/A,N/A,N/A,N/A,173,N/A,N/A,N/A,1、2,1993,25.007219,121.221564,N/A
佳瑞幸福捷境,中壢分局,68000,68000020,青埔里,7,新生路,N/A,N/A,三,N/A,N/A,N/A,878,N/A,五樓,N/A,1、2,1110,25.005568,121.213702,N/A
益欣淳品,中壢分局,68000,68000020,龍德里,7,龍仁路,N/A,N/A,N/A,N/A,N/A,N/A,52,N/A,N/A,N/A,1、2、3,1071,24.93763,121.234671,N/A
璟都HOME1,中壢分局,68000,68000020,洽溪里,6,永園路,N/A,N/A,N/A,N/A,N/A,N/A,408,N/A,8樓之3,N/A,1、2、3,3246,25.007327,121.199958,N/A
高力熱處理工業股份有限公司,中壢分局,68000,68000020,內定里,0,吉林北路,N/A,N/A,N/A,N/A,N/A,N/A,5,2,N/A,N/A,1、2,1111,24.98786,121.249611,N/A
SUBARU_台灣意美汽車股份有限公司 ,中壢分局,68000,68000020,忠福里,4,東園路,N/A,N/A,N/A,N/A,N/A,N/A,38,2,N/A,N/A,1,438,24.976174,121.239794,N/A
_私人住宅(華廈),中壢分局,68000,68000060,青山里,35,新生路,N/A,N/A,四,N/A,N/A,N/A,141,N/A,N/A,N/A,1,311,25.007208,121.213479,N/A
_私人住宅(彥霖室內設計),中壢分局,68000,68000020,青埔里,3,青峰路,N/A,N/A,二,N/A,N/A,N/A,2,N/A,N/A,N/A,1,444,25.015851,121.220096,N/A
中原大學熱誠宿舍,中壢分局,68000,68000020,普忠里,20,普忠路,N/A,N/A,N/A,N/A,N/A,N/A,202,N/A,N/A,N/A,1,622,24.960806,121.245769,N/A
禮居,中壢分局,68000,68000020,華愛里,15,榮民南路,N/A,N/A,N/A,279,N/A,N/A,11,N/A,N/A,N/A,1、2,1248,24.95151,121.257235,N/A
一品鑽石工業股份有限公司,中壢分局,68000,68000020,內定里,0,高下路,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,1651,24.988911,121.239994,N/A
民宅,中壢分局,68000,68000020,中榮里,13,德育路,N/A,N/A,N/A,N/A,N/A,N/A,36,N/A,N/A,N/A,1,1007,24.952647,121.220031,N/A
大睦森悅,中壢分局,68000,68000020,青埔里,4,N/A,N/A,青埔二街,N/A,N/A,N/A,N/A,163,N/A,N/A,N/A,1、2、3,1838,25.008486,121.221029,N/A
竹風青田,中壢分局,68000,68000020,洽溪里,6,永園路,N/A,N/A,一,N/A,N/A,N/A,108,N/A,16樓,N/A,1、2、3,2576,25.010706,121.201072,N/A
_國際高鐵桂冠,中壢分局,68000,68000060,青山里,35,新生路,N/A,N/A,四,N/A,N/A,N/A,101,N/A,N/A,N/A,1、2,442,25.006369,121.213305,N/A
大學城,中壢分局,68000,68000020,中正里,7,N/A,N/A,榮和六街,N/A,N/A,N/A,N/A,118,N/A,2樓,N/A,1、2,862,24.963521,121.265305,N/A
謝白宅,中壢分局,68000,68000060,青山里,35,青埔路,N/A,N/A,二,N/A,N/A,N/A,20,N/A,N/A,N/A,1、2,385,25.009888,121.21369,N/A
聯上世紀,中壢分局,68000,68000020,青埔里,4,青商路,N/A,N/A,N/A,N/A,N/A,N/A,18,N/A,7樓,N/A,1、2、3,604,25.005098,121.216656,N/A
龍城,中壢分局,68000,68000020,華愛里,7,N/A,N/A,華勛街,N/A,79,12,N/A,19,N/A,N/A,N/A,1、2、2,862,24.946894,121.260012,N/A
布拉格站前之星,中壢分局,68000,68000020,青埔里,2,青峰路,N/A,N/A,一,N/A,N/A,N/A,53,N/A,N/A,N/A,1、2、3,2688,25.014994,121.218751,N/A
民宅,中壢分局,68000,68000020,新街里,4,元化路,N/A,N/A,N/A,N/A,N/A,N/A,236,N/A,N/A,N/A,1、2、3,1598,24.961884,121.22626,N/A
泊林景觀社區,中壢分局,68000,68000020,月眉里,8,月眉路,N/A,N/A,三,N/A,N/A,N/A,238,N/A,N/A,N/A,1、2,508,25.011355,121.184491,N/A
禮昂,中壢分局,68000,68000020,華愛里,2,榮民南路,N/A,N/A,N/A,279,N/A,N/A,16,N/A,N/A,N/A,1、2,603,24.951481,121.257278,N/A
忠孝大道NO2,中壢分局,68000,68000020,忠孝里,2,忠孝路,N/A,N/A,N/A,N/A,N/A,N/A,170,N/A,N/A,N/A,1、2、3,1315,24.977098,121.255636,N/A
_晶華匯(大園農會),中壢分局,68000,68000060,青山里,35,新生路,N/A,N/A,四,N/A,N/A,N/A,235,N/A,N/A,N/A,1、2,604,25.007822,121.213157,N/A
天祥,中壢分局,68000,68000020,華勛里,4,華美三路,N/A,N/A,N/A,N/A,N/A,N/A,355,N/A,三樓之2,N/A,1、2、3,2888,24.946332,121.258924,N/A
NY好漾社區,中壢分局,68000,68000020,過嶺里,14,N/A,N/A,松義二街,N/A,N/A,N/A,N/A,38,N/A,二樓,N/A,1、2、3,1402,24.960533,121.167821,N/A
圓光文教弘化館,中壢分局,68000,68000020,月眉里,5,圓光一路,N/A,N/A,N/A,N/A,N/A,N/A,218,N/A,N/A,N/A,1、2,3357,25.00489,121.190072,N/A
MyCASA/集富,中壢分局,68000,68000020,龍興里,13,龍岡路,N/A,N/A,三,37,N/A,N/A,28,N/A,四樓,N/A,1、2、3、4,1313,24.938514,121.23265,N/A
_太子馥三期,中壢分局,68000,68000060,青山里,35,公園路,N/A,N/A,一,N/A,N/A,N/A,37,N/A,2樓,N/A,1、2、3,1898,25.004068,121.211242,N/A
黃陳宅,中壢分局,68000,68000020,內厝里,3,福嶺路,N/A,N/A,一,N/A,N/A,N/A,117,N/A,N/A,N/A,1,7,24.974965,121.178956,N/A
_竹風青庭,中壢分局,68000,68000020,青溪里,7,領航北路,N/A,N/A,一,N/A,N/A,N/A,310,N/A,10樓之5,N/A,1、2、3,2219,25.006206,121.201524,N/A
洪宅,中壢分局,68000,68000020,青埔里,1,高鐵北路,N/A,N/A,二,N/A,N/A,N/A,9,N/A,N/A,N/A,1,195,25.01764,121.218324,N/A
青業電子工業股份有限公司,中壢分局,68000,68000020,永福里,7,東園路,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1、2、3,1045,24.968191,121.239267,N/A
順儷米蘭達,中壢分局,68000,68000020,青溪里,13,洽溪路,N/A,N/A,N/A,N/A,N/A,N/A,215,N/A,N/A,N/A,1、2、3,1252,25.008629,121.20653,N/A
Line新家社區,中壢分局,68000,68000020,內厝里,10,福嶺路,N/A,N/A,二,N/A,N/A,N/A,65,N/A,N/A,N/A,1、2,403,24.983688,121.180409,N/A
普忠大道,中壢分局,68000,68000020,仁愛里,22,普忠路,N/A,N/A,N/A,N/A,N/A,N/A,591,N/A,十五樓,N/A,1、2,1479,24.954703,121.251392,N/A
合康新天地,中壢分局,68000,68000020,復興里,24,長春路,N/A,N/A,N/A,183,N/A,N/A,17,N/A,三樓,N/A,1、2,2460,24.977359,121.246928,N/A
藍海帝國No5社區,中壢分局,68000,68000020,過嶺里,19,N/A,N/A,松勇三街,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,1、2,1088,24.961551,121.163169,N/A
_中悅柏軒,中壢分局,68000,68000020,青埔里,15,高鐵站前西路,N/A,N/A,二,N/A,N/A,N/A,17,N/A,三樓,N/A,1、2、3,1110,25.008735,121.218885,N/A
台灣華可貴股份有限公司,中壢分局,68000,68000020,內定里,0,合定路,N/A,N/A,N/A,N/A,N/A,N/A,28,N/A,N/A,N/A,1,130,24.988997,121.245346,N/A
寶徠花園,中壢分局,68000,68000060,青山里,46,高鐵南路,N/A,N/A,一,N/A,N/A,N/A,50,N/A,14樓之8,N/A,1、2、3、4B05,2548,25.011349,121.210874,N/A
安立司食品股份有限公司,中壢分局,68000,68000020,永福里,7,西園路,N/A,N/A,N/A,77,32,N/A,35,N/A,N/A,N/A,1,410,24.978336,121.235295,N/A
內壢之心/幸福大院NO2,中壢分局,68000,68000020,復華里,3,N/A,N/A,長興街,N/A,150,N/A,N/A,17,N/A,3樓,N/A,1、2,1962,24.973319,121.25046,N/A
歐洲夢生活館,中壢分局,68000,68000020,青溪里,13,永信路,N/A,N/A,N/A,N/A,N/A,N/A,151,N/A,N/A,N/A,1,227,25.009242,121.206917,N/A
_私人住宅(華廈),中壢分局,68000,68000020,永興里,9,N/A,N/A,永嘉街,N/A,N/A,N/A,N/A,43,N/A,N/A,N/A,1,306,24.959179,121.221489,N/A
_捷寶雲品,中壢分局,68000,68000020,青埔里,14,高鐵站前東路,N/A,N/A,二,N/A,N/A,N/A,150,N/A,二樓,N/A,1、2,2098,25.008535,121.221721,N/A
禾林RICH ONE,中壢分局,68000,68000020,青埔里,15,高鐵站前西路,N/A,N/A,2,N/A,N/A,N/A,57,N/A,N/A,N/A,1、2、3,2055,25.007901,121.219602,N/A
文華漾,中壢分局,68000,68000020,振興里,9,龍陵路,N/A,N/A,N/A,N/A,N/A,N/A,221,N/A,三樓,N/A,1、2、3,1838,24.935399,121.231136,N/A
吉富捷靜2即富捷徑社區,中壢分局,68000,68000020,內厝里,8,高鐵南路,N/A,N/A,三,727,N/A,N/A,100,N/A,N/A,N/A,1、2,857,24.986268,121.191106,N/A
心悅三品社區,中壢分局,68000,68000020,中正里,24,榮民路,N/A,N/A,N/A,285,24,N/A,22,N/A,2樓,N/A,1、2,454,24.963472,121.262245,N/A
_玖都捷座,中壢分局,68000,68000060,青峰里,40,大成路,N/A,N/A,二,N/A,N/A,N/A,125,N/A,N/A,N/A,1、2、3,1115,25.023495,121.217091,N/A
_宜雄玉環,中壢分局,68000,68000060,青山里,35,致善路,N/A,N/A,一,N/A,N/A,N/A,88,N/A,N/A,N/A,1、2、3,530,25.005482,121.210497,N/A
民宅,中壢分局,68000,68000020,新街里,15,N/A,N/A,七和一街,N/A,N/A,N/A,N/A,99,N/A,十樓之5,N/A,1、2、3,3071,24.964149,121.226325,N/A
參倆參攝影棚,中壢分局,68000,68000020,青溪里,7,永能路,N/A,N/A,N/A,N/A,N/A,N/A,332,N/A,N/A,N/A,1,330,25.010291,121.207382,N/A
京沅綻社區,中壢分局,68000,68000020,過嶺里,20,松勇路,N/A,N/A,N/A,N/A,N/A,N/A,196,N/A,N/A,N/A,1、2、3,964,24.961372,121.165411,N/A
_皇樓景堡,中壢分局,68000,68000020,青埔里,15,高鐵站前東路,N/A,N/A,二,N/A,N/A,N/A,112,N/A,N/A,N/A,1、2,589,25.008685,121.221511,N/A
站前A+,中壢分局,68000,68000020,青埔里,2,青雲路,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,13樓之1,N/A,1、2、3,1947,25.01414,121.220333,N/A
青墨集,中壢分局,68000,68000020,青溪里,13,洽溪路,N/A,N/A,N/A,N/A,N/A,N/A,181,N/A,N/A,N/A,1、2、3,1065,25.007803,121.205999,N/A
太子松馥社區,中壢分局,68000,68000020,過嶺里,14,松勇路,N/A,N/A,N/A,N/A,N/A,N/A,58,N/A,N/A,N/A,1、2,3008,24.959166,121.16715,N/A
康鈞湛社區,中壢分局,68000,68000020,莊敬里,20,N/A,N/A,陸光五街,N/A,N/A,N/A,N/A,71,N/A,N/A,N/A,1、2,1097,24.96677,121.256809,N/A
民宅,中壢分局,68000,68000020,普忠里,18,新中北路,N/A,N/A,N/A,N/A,N/A,N/A,499,N/A,N/A,N/A,1,86,24.9587,121.246213,N/A
HELLO棧,中壢分局,68000,68000060,青山里,31,春德路,N/A,N/A,N/A,N/A,N/A,N/A,136,N/A,N/A,N/A,1、2、3,1552,25.016715,121.212654,N/A
民宅,中壢分局,68000,68000020,明德里,8,N/A,N/A,五華街,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1,371,24.948179,121.2317,N/A
萬能科技大學,中壢分局,68000,68000020,永福里,4,萬能路,N/A,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,1,880,24.992688,121.230171,N/A
宜誠艾美館,中壢分局,68000,68000060,青峰里,38,青峰路,N/A,N/A,二,N/A,N/A,N/A,199,N/A,二樓之3,N/A,1、2,1298,25.016165,121.220492,N/A
揚秦國際企業股份有限公司,中壢分局,68000,68000020,文化里,6,合江路,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,1,1895,24.984948,121.241725,N/A
中壢國民運動中心,中壢分局,68000,68000020,光明里,4,三光路,N/A,N/A,N/A,N/A,N/A,N/A,350,N/A,N/A,N/A,1、2,1992,24.96445,121.215588,N/A
青埔國小,中壢分局,68000,68000020,青埔里,0,新生路,N/A,N/A,四,N/A,N/A,N/A,112,N/A,N/A,N/A,1,1231,25.006987,121.213873,N/A
民宅,中壢分局,68000,68000020,仁義里,19,育樂路,N/A,N/A,N/A,N/A,N/A,N/A,36,N/A,五樓,N/A,1、2,1533,24.964336,121.235196,N/A
和遠大學城,中壢分局,68000,68000020,中正里,7,興仁路,N/A,N/A,二,N/A,N/A,N/A,331,N/A,十樓之3,N/A,1、2,1879,24.96496,121.263393,N/A
赫力電機股份有限公司,中壢分局,68000,68000020,文化里,21,長春二路,N/A,N/A,N/A,N/A,N/A,N/A,136,N/A,N/A,N/A,1,808,24.978624,121.247336,N/A
明日禾禾,中壢分局,68000,68000020,芝芭里,12,領航南路,N/A,N/A,一,N/A,N/A,N/A,221,N/A,N/A,N/A,1、2、3、4,433,25.001205,121.208152,N/A
鋒霖科技股份有限公司,中壢分局,68000,68000020,永福里,7,西園路,N/A,N/A,N/A,N/A,N/A,N/A,81,N/A,N/A,N/A,1,2134,24.978374,121.234768,N/A
大睦微風,中壢分局,68000,68000020,青埔里,14,N/A,N/A,青埔四街,N/A,N/A,N/A,N/A,189,N/A,十四樓,N/A,1、2、3,954,25.007611,121.221942,N/A
宜雄瓏耀社區,中壢分局,68000,68000020,過嶺里,21,松勇路,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,1、2、3,1126,24.95947,121.166581,N/A
三鶯鼎硯,中壢分局,68000,68000020,後寮里,25,龍慈路,N/A,N/A,N/A,N/A,N/A,N/A,190,N/A,2樓,N/A,1、2、3,1435,24.941969,121.245176,N/A
光合硯,中壢分局,68000,68000020,忠福里,38,南園二路,N/A,N/A,N/A,296,N/A,N/A,31,N/A,九樓,N/A,1、2,1614,24.972771,121.227895,N/A
宜雄翔耀社區,中壢分局,68000,68000020,過嶺里,21,松義路,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1、2、3,533,24.960266,121.166425,N/A
自強派出所,中壢分局,68000,68000020,自強里,20,強國路,N/A,N/A,N/A,N/A,N/A,N/A,68,N/A,N/A,N/A,1,2030,24.967969,121.258368,N/A
迅得機械,中壢分局,68000,68000020,中正里,15,榮民路,N/A,N/A,N/A,N/A,N/A,N/A,421,N/A,N/A,N/A,1,445,24.960682,121.261348,N/A
合康新天地,中壢分局,68000,68000020,復興里,24,長春路,N/A,N/A,N/A,183,N/A,N/A,51,N/A,N/A,N/A,1、2,1822,24.977127,121.246886,N/A
_威均國際商務城,中壢分局,68000,68000020,青埔里,15,領航南路,N/A,N/A,三,N/A,N/A,N/A,468,N/A,七樓之12,N/A,1、2、3,7923,25.013372,121.222398,N/A
吉富捷靜,中壢分局,68000,68000020,芝芭里,2,東芝路,N/A,N/A,一,N/A,N/A,N/A,136,N/A,N/A,N/A,1,358,24.990283,121.21433,N/A
冠德青璞匯,中壢分局,68000,68000020,芝芭里,13,高鐵南路,N/A,N/A,二,N/A,N/A,N/A,358,N/A,14樓,N/A,1、2、3、4B05,6585,25.002368,121.202057,N/A
中壢私立乖乖幼兒園,中壢分局,68000,68000020,內定里,0,N/A,N/A,內定三街,N/A,N/A,N/A,N/A,2,N/A,N/A,下內壢73-8,1,111,24.98542,121.252935,N/A
尊騰美術,中壢分局,68000,68000020,芝芭里,12,文智路,N/A,N/A,N/A,N/A,N/A,N/A,76,N/A,N/A,N/A,1、2、3,769,25.001776,121.206522,N/A
華邑萬象,中壢分局,68000,68000020,中建里,9,中山路,N/A,N/A,N/A,N/A,N/A,N/A,255,N/A,N/A,N/A,1、2,225,24.956916,121.221495,N/A
僑馥建築,中壢分局,68000,68000020,新街里,8,N/A,N/A,慈惠三街,N/A,N/A,N/A,N/A,72,N/A,2樓,N/A,1,187,24.961505,121.225581,N/A
佳泰世田谷,中壢分局,68000,68000020,青埔里,5,青商路,N/A,N/A,N/A,N/A,N/A,N/A,308,N/A,N/A,N/A,1、2、3,1494,25.008787,121.220397,N/A
昆旺一品閣,中壢分局,68000,68000020,芝芭里,12,高鐵南路,N/A,N/A,二,N/A,N/A,N/A,279,N/A,5樓,N/A,1、2、3,1751,25.002914,121.205163,N/A
合康新天王/合康新天地NO2,中壢分局,68000,68000020,復興里,20,N/A,N/A,長樂二街,N/A,N/A,N/A,N/A,101,N/A,N/A,N/A,1、2、3,820,24.977003,121.246733,N/A
和峻臻美社區,中壢分局,68000,68000020,過嶺里,20,松信路,N/A,N/A,N/A,N/A,N/A,N/A,109,N/A,六樓,N/A,1、2、3,1008,24.96215,121.165042,N/A
朝陽君逸,中壢分局,68000,68000020,自治里,25,N/A,N/A,榮安一街,N/A,N/A,N/A,N/A,360,N/A,N/A,N/A,1、2,1006,24.964464,121.256713,N/A
成家大璽,中壢分局,68000,68000020,青埔里,3,領航南路,N/A,N/A,四,N/A,N/A,N/A,23,N/A,十樓之1,N/A,1、2、3,7639,25.015819,121.221549,N/A
